id,name,latitude,longitude,type,color
399,ATELIER DE GRÈVE RENNAIS,48.1113387,-1.6800198,artist,#F35B04
400,Rodolphe AUTÉ,48.8588897,2.320041,artist,#F35B04
401,Albert AYME,43.6976,4.03334,artist,#F35B04
402,Ivan BAFOIL,48.8588897,2.320041,artist,#F35B04
403,André BALTHAZAR,50.4793576,4.18563,artist,#F35B04
404,Robert BARRY,40.7127281,-74.0060152,artist,#F35B04
405,Delphine BEDEL,52.3730796,4.8924534,artist,#F35B04
406,Jérémie BENNEQUIN,48.8588897,2.320041,artist,#F35B04
407,Alain BERNARDINI,48.9582708,2.8773541,artist,#F35B04
408,BERTRAN BERRENGER,49.4404591,1.0939658,artist,#F35B04
409,Ricardo BLOCH,19.4326296,-99.1331785,artist,#F35B04
410,Raphaël BOCCANFUSO,48.8709053,2.2255727,artist,#F35B04
411,Katinka BOCK,50.1106444,8.6820917,artist,#F35B04
412,Christian BOLTANSKI,48.8588897,2.320041,artist,#F35B04
413,René BONARGENT,46.8267767,1.7010433,artist,#F35B04
414,Tom BONAURO,37.7790262,-122.419906,artist,#F35B04
415,Simon BOUDVIN,48.0073849,0.1967849,artist,#F35B04
416,François BOUILLON,45.8354243,1.2644847,artist,#F35B04
417,Philippe BOUTIBONNES,43.9492493,4.8059012,artist,#F35B04
418,Francis BRAUN,48.8588897,2.320041,artist,#F35B04
419,Denis BRIAND,48.8588897,2.320041,artist,#F35B04
420,Leszek BROGOWSKI,48.1113387,-1.6800198,artist,#F35B04
421,BROOMBERG & CHANARIN,51.5074456,-0.1277653,artist,#F35B04
422,"Pier BROUET (Pierre BROUET, dit)",48.8798179,-0.064071,artist,#F35B04
423,James BROWN,34.0536909,-118.242766,artist,#F35B04
424,Julien BRUNET,49.4404591,1.0939658,artist,#F35B04
425,Ludovic BUREL,50.6365654,3.0635282,artist,#F35B04
426,Daniel BUREN,48.8356649,2.240206,artist,#F35B04
427,Jean-Marc BUSTAMANTE,43.6044622,1.4442469,artist,#F35B04
428,James Lee BYARS,42.3315509,-83.0466403,artist,#F35B04
429,Miriam CAHN,47.5581077,7.5878261,artist,#F35B04
430,Sophie CALLE,48.8588897,2.320041,artist,#F35B04
431,Mariana CASTILLO DEBALL,19.4326296,-99.1331785,artist,#F35B04
432,Philippe CAZAL,43.2524029,2.6500593,artist,#F35B04
433,Mauro CEOLIN,45.4641943,9.1896346,artist,#F35B04
434,Jean-Paul CHAMBAS,43.7594444,0.3041667,artist,#F35B04
435,Guy CHAPLAIN,49.6329792,2.2939649,artist,#F35B04
436,Serge CHARCHOUNE,53.6554,52.442,artist,#F35B04
437,Aurore CHASSÉ,45.7578137,4.8320114,artist,#F35B04
438,Yves CHAUDOUËT,48.884683,2.2695658,artist,#F35B04
439,Eduardo CHILLIDA,43.3224219,-1.9838889,artist,#F35B04
440,Marieta CHIRULESCU,45.7973912,24.1519202,artist,#F35B04
441,Colin COOK,39.4203978,-84.180897,artist,#F35B04
442,Melanie COUNSELL,51.4816546,-3.1791934,artist,#F35B04
443,Didier COURBOT,50.7226113,2.5360331,artist,#F35B04
444,Christophe CUZIN,45.329026,5.264369,artist,#F35B04
445,Dominique DE BEIR,50.272874,1.6673051,artist,#F35B04
446,Tacita DEAN,51.2800275,1.0802533,artist,#F35B04
447,Olivier DEBRÉ,48.8588897,2.320041,artist,#F35B04
448,Guillaume DÉGÉ,48.8356649,2.240206,artist,#F35B04
449,Rodolphe DELAUNAY,49.4404591,1.0939658,artist,#F35B04
450,John DENEUVE,45.8992348,6.1288847,artist,#F35B04
451,Jacques DESCHAMPS,49.1813403,-0.3635615,artist,#F35B04
452,Bruno DI ROSA,45.7578137,4.8320114,artist,#F35B04
453,Jan DIBBETS,51.2355829,5.7050797,artist,#F35B04
454,Mark DION,41.6362152,-70.934205,artist,#F35B04
455,DOCUMENTATION CÉLINE DUVAL,48.9356047,2.0917743,artist,#F35B04
456,Jacqueline DONACHIE,55.861155,-4.2501687,artist,#F35B04
457,Bertrand DORNY,48.8588897,2.320041,artist,#F35B04
458,Peter DOWNSBROUGH,40.4862174,-74.4518173,artist,#F35B04
459,Tom DRAHOS,50.7240899,15.1710958,artist,#F35B04
460,Gaspard DRUBIGNY,49.4404591,1.0939658,artist,#F35B04
461,Patrick DUBRAC,48.8588897,2.320041,artist,#F35B04
462,Fernand DUBUIS,43.73903,0.00822,artist,#F35B04
463,Caroline DUCHATELET,50.3579317,3.5234846,artist,#F35B04
464,Daniel DUHAMEL,51.0347708,2.3772525,artist,#F35B04
465,Gilbert DUPUIS,47.5520069,-0.8083653,artist,#F35B04
466,Virginia DUQUETTE,40.7127281,-74.0060152,artist,#F35B04
467,Marcel DZAMA,49.8955367,-97.1384584,artist,#F35B04
468,Lidewij EDELKOORT,52.3730796,4.8924534,artist,#F35B04
469,ERNEST T.,48.8588897,2.320041,artist,#F35B04
470,Joseph ERNST,51.5074456,-0.1277653,artist,#F35B04
471,Jean-Michel ESPITALLIER,48.8588897,2.320041,artist,#F35B04
472,Christelle FAMILIARI,46.3241132,-0.4649403,artist,#F35B04
473,Sirine FATTOUH,33.8892265,35.5025585,artist,#F35B04
474,Alexandre FAUGERAS,48.7760957,1.9988356,artist,#F35B04
475,Hans-Peter FELDMANN,51.2254018,6.7763137,artist,#F35B04
476,Jacques FLORET,48.8588897,2.320041,artist,#F35B04
477,Eric FONTENEAU,47.0617293,-0.8801359,artist,#F35B04
478,"Fred FOREST (Claude FOREST, dit)",35.3978385,0.2430195,artist,#F35B04
479,FRANCKDAVID,48.8623357,2.4412184,artist,#F35B04
480,Estelle FREDET,48.8588897,2.320041,artist,#F35B04
481,Brad FREEMAN,41.8755616,-87.6244212,artist,#F35B04
482,Nicolas FRESPECH,44.5579391,4.750318,artist,#F35B04
483,Jazon FRINGS,29.7589382,-95.3676974,artist,#F35B04
484,FUCKING GOOD ART,51.9244424,4.47775,artist,#F35B04
485,Hamish FULTON,51.5074456,-0.1277653,artist,#F35B04
486,Jeanne GAILHOUSTET,48.7876,2.39164,artist,#F35B04
487,Antonio GALLEGO,48.9404491,1.9987648,artist,#F35B04
488,Ryan GANDER,53.1908873,-2.8908955,artist,#F35B04
489,Philippe GAREL,48.7694756,-3.5626633,artist,#F35B04
490,Anna GASKELL,41.5910323,-93.6046655,artist,#F35B04
491,Jakob GAUTEL,49.0068705,8.4034195,artist,#F35B04
492,GILBERT & GEORGE,51.5074456,-0.1277653,artist,#F35B04
493,Laetitia GIORGINO,48.8588897,2.320041,artist,#F35B04
494,Nicolas GIRAUD,45.4401467,4.3873058,artist,#F35B04
495,Geert GOIRIS,51.0909633,4.2389677,artist,#F35B04
496,Douglas GORDON,55.861155,-4.2501687,artist,#F35B04
497,Jean-Luc GOUPIL,49.4404591,1.0939658,artist,#F35B04
498,Rodney GRAHAM,49.0521162,-122.329479,artist,#F35B04
499,Didier GRANET,45.8872222,0.9011111,artist,#F35B04
500,Raphaël GRISEY,48.8795658,2.415796,artist,#F35B04
501,Louise GUAY,45.5031824,-73.5698065,artist,#F35B04
502,Marie-Ange GUILLEMINOT,48.9356047,2.0917743,artist,#F35B04
503,Claudia HART,40.7127281,-74.0060152,artist,#F35B04
504,Eric HATTAN,47.465839,8.3266114,artist,#F35B04
505,Paul HEIMBACH,50.6612623,6.7871219,artist,#F35B04
506,herman de vries,52.6008538,4.8170994,artist,#F35B04
507,Anne HEYVAERT,35.1460249,-90.0517638,artist,#F35B04
508,Ciprian HOMORODEAN,45.7538355,21.2257474,artist,#F35B04
509,Véronique HUBERT,48.8588897,2.320041,artist,#F35B04
510,Patrice HUGUES,48.8953328,2.2561602,artist,#F35B04
511,Fabrice HYBER,46.4555953,-1.1645595,artist,#F35B04
512,Luis JACOB,-12.0621065,-77.0365256,artist,#F35B04
513,Manfred JADE,51.2254018,6.7763137,artist,#F35B04
514,Jason KARAÏNDROS,37.9755648,23.7348324,artist,#F35B04
515,On KAWARA,34.974678,137.002791,artist,#F35B04
516,Julien KEDRYNA,49.1196964,6.1763552,artist,#F35B04
517,Erik KESSELS,51.1933903,5.9882649,artist,#F35B04
518,Farah KHELIL,36.8548083,10.3309924,artist,#F35B04
519,Ben KINMONT,40.8126922,-91.1020205,artist,#F35B04
520,Yves KLEIN,43.7009358,7.2683912,artist,#F35B04
521,Pierre KLOSSOWSKI,48.8588897,2.320041,artist,#F35B04
522,Laurent KROPF,46.5218269,6.6327025,artist,#F35B04
523,"Lucas L'HERMITTE (Bernard L'HERMITTE, dit)",49.0979057,-1.5773793,artist,#F35B04
524,Jean-Benoît LALLEMANT,48.539927,2.6608169,artist,#F35B04
525,André LANSKOY,55.7505412,37.6174782,artist,#F35B04
526,Pascal LE COQ,48.4438601,1.4881434,artist,#F35B04
527,Stéphane LECOMTE,48.8588897,2.320041,artist,#F35B04
528,Antoine LEFEBVRE,48.8795658,2.415796,artist,#F35B04
529,"LEFEVRE JEAN CLAUDE (Jean Claude LEFÈVRE, dit)",49.047792,-1.4454857,artist,#F35B04
530,Jochen LEMPERT,51.451283,6.62843,artist,#F35B04
531,Olivier LEROI,47.3592182,1.7434925,artist,#F35B04
532,LETARIS,48.8588897,2.320041,artist,#F35B04
533,Isabelle LÉVÉNEZ,47.2186371,-1.5541362,artist,#F35B04
534,Emeric LHUISSET,47.4739884,-0.5515588,artist,#F35B04
535,Yveline LOISEUR,49.6425343,-1.6249565,artist,#F35B04
536,Richard LONG,51.4538022,-2.5972985,artist,#F35B04
537,Jean-Claude LOUBIÈRES,49.282103,3.6389239,artist,#F35B04
538,Thomas MAILAENDER,43.2961743,5.3699525,artist,#F35B04
539,Philippe MAIRESSE,46.7888997,4.8529605,artist,#F35B04
540,Alfred MANESSIER,50.03683,2.1223737,artist,#F35B04
541,Michel MANGARD,48.8267628,-3.5112796,artist,#F35B04
542,Pablo MARCOS GARCIA,43.2961743,5.3699525,artist,#F35B04
543,Aline MARÉCHAL,48.8588897,2.320041,artist,#F35B04
544,Laurent MARISSAL,48.884683,2.2695658,artist,#F35B04
545,Charles MARQ,48.8588897,2.320041,artist,#F35B04
546,Roberto MARTINEZ,48.8588897,2.320041,artist,#F35B04
547,André MASSON,49.2959835,2.3361068,artist,#F35B04
548,Jean-Claude MATTRAT,49.4404591,1.0939658,artist,#F35B04
549,Elmar MAUCH,48.0730713,8.7391941,artist,#F35B04
550,Cédric MAZET ZACCARDELLI,45.7421715,4.7824016,artist,#F35B04
551,Juan MENDIZABAL,43.2630018,-2.9350039,artist,#F35B04
552,Patrick MERCKAERT,51.3154546,9.4924096,artist,#F35B04
553,Mario MERZ,45.4641943,9.1896346,artist,#F35B04
554,Annette MESSAGER,50.4052576,1.5711617,artist,#F35B04
555,Guillaume MILLET,48.1113387,-1.6800198,artist,#F35B04
556,Pierre MONJARET,43.232858,0.0781021,artist,#F35B04
557,Jonathan MONK,52.6362,-1.1331969,artist,#F35B04
558,Claire MOREL,47.7467233,7.3389937,artist,#F35B04
559,Simon MORRIS,51.5074456,-0.1277653,artist,#F35B04
560,Côme MOSTA-HEIRT,49.4938975,0.1079732,artist,#F35B04
561,Maurizio NANNUCCI,43.7698712,11.2555757,artist,#F35B04
562,Julien NÉDÉLEC,48.1113387,-1.6800198,artist,#F35B04
563,Tamarin NORWOOD,51.7520131,-1.2578499,artist,#F35B04
564,Filip NOTERDAEME,50.8465573,4.351697,artist,#F35B04
565,Aurélie NOURY,48.8588897,2.320041,artist,#F35B04
566,Laurent OKROGLIC,48.8588897,2.320041,artist,#F35B04
567,Camila OLIVEIRA FAIRCLOUGH,-22.9110137,-43.2093727,artist,#F35B04
568,Jean-Michel OTHONIEL,45.4401467,4.3873058,artist,#F35B04
569,Gérald PANIGHI,43.7753495,7.5029213,artist,#F35B04
570,Ben PATTERSON,40.4416941,-79.9900861,artist,#F35B04
571,Simon PATTERSON,51.2715316,-0.3414524,artist,#F35B04
572,Bruno PEINADO,43.6112422,3.8767337,artist,#F35B04
573,Marine PEIXOTO,43.6112422,3.8767337,artist,#F35B04
574,Gilles PENNANEAC'H,48.3905283,-4.4860088,artist,#F35B04
575,"Dan PERJOVSCHI (Dan Sorin PERJOVSCHI, dit)",45.7973912,24.1519202,artist,#F35B04
576,Bernard PESCHET,48.8588897,2.320041,artist,#F35B04
577,Aurélie PÉTREL,45.6977109,4.8855966,artist,#F35B04
578,Tom PHILLIPS,51.5074456,-0.1277653,artist,#F35B04
579,Albert Julien Theresius PICARD,43.3196859,6.4687979,artist,#F35B04
580,Michalis PICHLER,52.5170365,13.3888599,artist,#F35B04
581,Jack PIERSON,41.9426657,-70.7618592,artist,#F35B04
582,Bernard PIFFARETTI,45.4401467,4.3873058,artist,#F35B04
583,Guillaume PINARD,47.2186371,-1.5541362,artist,#F35B04
584,Abraham POINCHEVAL,48.4312059,0.0911374,artist,#F35B04
585,Anne et Patrick POIRIER,43.7755825,5.3515561,artist,#F35B04
586,Benoît POLICE,50.8465573,4.351697,artist,#F35B04
587,Clara PRIOUX,48.0073849,0.1967849,artist,#F35B04
588,PRIOUX ET PEIXOTO,48.8588897,2.320041,artist,#F35B04
589,Denis PRISSET,44.9332277,4.8920811,artist,#F35B04
590,Mathieu PROVANSAL,44.4440039,2.8642235,artist,#F35B04
591,Marc QUER,48.9589006,2.5420812,artist,#F35B04
592,Rober RACINE,45.5031824,-73.5698065,artist,#F35B04
593,"RARA (RAIN WU, RALF PFLUGFELDER)",51.5074456,-0.1277653,artist,#F35B04
594,Josué RAUSCHER,47.7467233,7.3389937,artist,#F35B04
595,Hubert RENARD,45.7578137,4.8320114,artist,#F35B04
596,Sébastien REUZÉ,48.884683,2.2695658,artist,#F35B04
597,Florence REYMOND,45.7578137,4.8320114,artist,#F35B04
598,Sophie RISTELHUEBER,48.8588897,2.320041,artist,#F35B04
599,Ricarda ROGGAN,51.0493286,13.7381437,artist,#F35B04
600,Eric RONDEPIERRE,47.9027336,1.9086066,artist,#F35B04
601,Dieter ROTH,52.5170365,13.3888599,artist,#F35B04
602,Claude RUTAULT,47.0616428,0.017897,artist,#F35B04
603,Benjamin SABATIER,48.0073849,0.1967849,artist,#F35B04
604,Anri SALA,41.3281482,19.8184435,artist,#F35B04
605,Matthieu SALADIN,48.8035403,2.1266886,artist,#F35B04
606,Yvan SALOMONE,48.649518,-2.0260409,artist,#F35B04
607,Hans SCHABUS,46.6190737,13.3048879,artist,#F35B04
608,Klaus SCHERÜBEL,47.4121987,15.2721668,artist,#F35B04
609,Joachim SCHMID,52.5170365,13.3888599,artist,#F35B04
610,Corinne SENTOU,43.6044622,1.4442469,artist,#F35B04
611,Yann SÉRANDOUR,47.6586772,-2.7599079,artist,#F35B04
612,Bérénice SERRA,45.4401467,4.3873058,artist,#F35B04
613,Laurent SFAR,50.4638918,1.7631125,artist,#F35B04
614,Cindy SHERMAN,40.805378,-74.2037566,artist,#F35B04
615,Michel SICARD,43.1257311,5.9304919,artist,#F35B04
616,Hedi SLIMANE,48.8588897,2.320041,artist,#F35B04
617,Kiki SMITH,49.453872,11.077298,artist,#F35B04
618,John STEZAKER,42.2625621,-71.8018877,artist,#F35B04
619,Jessica STOCKHOLDER,47.6038321,-122.330062,artist,#F35B04
620,Batia SUTER,47.5172321,8.5407118,artist,#F35B04
621,Arpad SZENES,47.4978918,19.0401609,artist,#F35B04
622,Eric TABUCHI,48.8588897,2.320041,artist,#F35B04
623,Cannelle TANC,43.7009358,7.2683912,artist,#F35B04
624,TAROOP & GLABEL,48.8588897,2.320041,artist,#F35B04
625,Ramaya TEGEGNE,46.2017559,6.1466014,artist,#F35B04
626,Nick THURSTON,54.7023545,-3.2765753,artist,#F35B04
627,Yann TOMA,48.884683,2.2695658,artist,#F35B04
628,Gérard TRAQUANDI,43.2961743,5.3699525,artist,#F35B04
629,Mathieu TREMBLIN,48.0073849,0.1967849,artist,#F35B04
630,Sarah TRITZ,48.7911052,2.2870373,artist,#F35B04
631,Pierre TUAL,46.8121056,1.5382052,artist,#F35B04
632,Richard TUTTLE,40.6081591,-74.2776468,artist,#F35B04
633,"Raoul UBAC (Rudolf Gustav Maria Ernst UBACH, dit)",50.938361,6.959974,artist,#F35B04
634,UN/NOUS,48.8588897,2.320041,artist,#F35B04
635,Sarah VADÉ,48.8588897,2.320041,artist,#F35B04
636,Frédéric VAESEN,50.44741,2.9068246,artist,#F35B04
637,Anne-Mie VAN KERCKHOVEN,51.2211097,4.3997081,artist,#F35B04
638,Patrick VERNET,50.2314908,2.1177614,artist,#F35B04
639,Christophe VIART,47.3282126,-2.4298014,artist,#F35B04
640,Maria Helena VIEIRA DA SILVA,38.7077507,-9.1365919,artist,#F35B04
641,Bernard VILLERS,50.7956766,4.4071502,artist,#F35B04
642,Frédéric VINCENT,50.5037492,2.4682059,artist,#F35B04
643,Jan VOSS,53.550341,10.000654,artist,#F35B04
644,Eric WATIER,43.4945144,-1.4736657,artist,#F35B04
645,Erik van der WEIJDE,51.7958812,4.6779351,artist,#F35B04
646,Lawrence WEINER,40.7127281,-74.0060152,artist,#F35B04
647,Stephen WILLATS,51.5074456,-0.1277653,artist,#F35B04
648,Emmett WILLIAMS,34.851354,-82.3984882,artist,#F35B04
649,Nancy WILSON-PAJIC,41.3272919,-89.1287636,artist,#F35B04
650,Stephen WRIGHT,49.2608724,-123.113952,artist,#F35B04
651,Samuel YAL,45.7578137,4.8320114,artist,#F35B04
652,Etienne YVER,49.1813403,-0.3635615,artist,#F35B04
653,Cristof YVORÉ,47.3900474,0.6889268,artist,#F35B04
654,David ZÉRAH,48.8385198,-0.8893293,artist,#F35B04
655,Lubomir ARZT,48.862725,2.287592,artist,#F7B801
656,Dominique BAJARD,45.7926485,4.3385894,artist,#F7B801
657,Dominique BARDET,42.8968558,2.1148971,artist,#F7B801
658,Pierre BAYLE,43.2310412,2.5338256,artist,#F7B801
659,René BEN LISA,43.3989529,5.3663965,artist,#F7B801
660,Anne BULLIOT,48.584614,7.7507127,artist,#F7B801
661,Gisèle BUTHOD-GARCON,44.0444747,4.4416529,artist,#F7B801
662,Claude CHAMPY,48.817399,1.9476363,artist,#F7B801
663,Dale CHIHULY,47.6038321,-122.330062,artist,#F7B801
664,Daphne CORREGAN,43.7323492,7.4276832,artist,#F7B801
665,"Jutta CUNY (Jutta FRANZ, dite)",52.5170365,13.3888599,artist,#F7B801
666,"Monica DAMIAN (Monica DAMIAN-EYRIGNOUX, dite)",49.5431014,0.5537634,artist,#F7B801
667,"DANYEL (Daniel PERÈS, dit)",43.1837757,3.0041906,artist,#F7B801
668,"Geneviève DE CINARCA (Geneviève LECA-CINARCA, dite)",43.6896953,6.7136872,artist,#F7B801
669,Serge DELAUNE,49.7577729,0.374891,artist,#F7B801
670,Edmée DELSOL,48.8126688,2.2385432,artist,#F7B801
671,Tjok DESSAUVAGE,50.8465573,4.351697,artist,#F7B801
672,Dragan DROBNJAK,43.2343484,21.5884422,artist,#F7B801
673,Jean-François FOUILHOUX,48.6137734,2.4818087,artist,#F7B801
674,Michel GARDELLE,48.8356649,2.240206,artist,#F7B801
675,Alain GIREL,45.5662672,5.9203636,artist,#F7B801
676,André GUTMAN,46.0345572,4.0729178,artist,#F7B801
677,"HAGUIKO (Hagiko FUKUYAMA, dite)",33.2185408,130.1296585,artist,#F7B801
678,Milan HANDL,49.6901444,14.0103663,artist,#F7B801
679,Anne KROG OVREBO,59.9133301,10.7389701,artist,#F7B801
680,Françoise LAFOREST,45.6931647,-0.3250175,artist,#F7B801
681,Danny LANE,40.1117174,-88.207301,artist,#F7B801
682,Florian LECHNER,48.1371079,11.5753822,artist,#F7B801
683,Olivier LEROI,47.3592182,1.7434925,artist,#F7B801
684,Maria LUGOSSY,47.4978918,19.0401609,artist,#F7B801
685,Raymond MARTINEZ,44.0554043,5.0487681,artist,#F7B801
686,Hiromi MASUDA,35.6821936,139.762221,artist,#F7B801
687,Daniel de MONTMOLLIN,46.9895828,6.9292641,artist,#F7B801
688,Remy MURATORE,43.2961743,5.3699525,artist,#F7B801
689,François PAIRE,45.9864749,4.726611,artist,#F7B801
690,Clifford RAINEY,54.7548363,-5.7155824,artist,#F7B801
691,Marianne RÉQUÉNA,48.648322,-0.515983,artist,#F7B801
692,Miluse ROUBICKOVA,50.0874654,14.4212535,artist,#F7B801
693,Véronique SABLERY,49.1813403,-0.3635615,artist,#F7B801
694,Renato SANTAROSSA,46.4984781,11.3547399,artist,#F7B801
695,Emmanuel SAULNIER,48.8588897,2.320041,artist,#F7B801
696,Burkhard SEGUIN,49.5928616,11.1956,artist,#F7B801
697,Christian SOUCARET,48.8588897,2.320041,artist,#F7B801
698,Ramaya TEGEGNE,46.2017559,6.1466014,artist,#F7B801
699,Jozef TOMECKO,49.2672261,13.6278449,artist,#F7B801
700,Michel TOURLIÈRE,47.0239064,4.8380426,artist,#F7B801
701,François VIGORIE,44.6360982,-1.0714014,artist,#F7B801
702,Jean-Pierre VIOT,49.4404591,1.0939658,artist,#F7B801
703,Camille VIROT,44.0381752,5.6296701,artist,#F7B801
704,Dana ZÁMECNÍKOVÁ,50.0874654,14.4212535,artist,#F7B801
705,Udo ZEMBOK,52.2646577,10.5236066,artist,#F7B801
706,Yan ZORITCHAK,49.5629014,15.9391924,artist,#F7B801
,,,,,
707,Martine BEDIN,44.841225,-0.5800364,artist,#F7B801
708,François CANTE-PACOS,48.8588897,2.320041,artist,#F7B801
709,Konstantin GRCIC,48.1371079,11.5753822,artist,#F7B801
710,Hans HOLLEIN,48.2083537,16.3725042,artist,#F7B801
711,Benoît MAIRE,44.805615,-0.6308396,artist,#F7B801
712,Pierre MARCATO,45.3555884,-1.0593641,artist,#F7B801
713,Pascal MOURGUE,48.884683,2.2695658,artist,#F7B801
714,Eric RAFFY,44.841225,-0.5800364,artist,#F7B801
715,"Pablo REINOSO (Paul GARCÍA REINOSO, dit)",-34.6075682,-58.4370894,artist,#F7B801
716,Ettore SOTTSASS,47.2654296,11.3927685,artist,#F7B801
717,STUDIO TOTEM,45.7578137,4.8320114,artist,#F7B801
718,Anne XIRADAKIS,43.4945144,-1.4736657,artist,#F7B801
719,Jean-François TEXIER,45.7460663,-0.6300671,artist,#F35B04
,,,,,
720,Jean-Paul AZAÏS,42.6291282,2.7557657,artist,#F7B801
721,"Mattia BONETTI, Elisabeth GAROUSTE (Elizabeth ROCHLINE, dite)",42.6291282,2.7557657,artist,#F7B801
722,Gisèle BUTHOD-GARCON,44.0444747,4.4416529,artist,#F7B801
723,"Ol CÔME (Olivier CÔME, dit)",44.0444747,4.4416529,artist,#F7B801
724,Robert Jean DEBLANDER,44.0444747,4.4416529,artist,#F7B801
725,Léopold GEST,43.8374249,4.3600687,artist,#F7B801
726,Jean GIREL,46.369778,4.631,artist,#F7B801
727,"GOUDJI (Guy AMACHOUKELI, dit)",48.8588897,2.320040,artist,#F7B801
728,Gilles JONEMANN,43.5298424,5.4474737,artist,#F7B801
729,Jacques MALAVIEILLE,44.5180226,3.4991057,artist,#F7B801
730,NEMO,48.8588897,2.320040,artist,#F7B801
731,STUDIO TOTEM,45.7578137,4.8320113,artist,#F7B801
732,Michel TORREILLES,43.6112422,3.8767337,artist,#F7B801
,,,,,
733,Marc CHEVALIER,48.8588897,2.320041,artist,#3D348B
734,François DUFRÈNE,48.8588897,2.320041,artist,#3D348B
735,Raymond HAINS,48.5141134,-2.7603283,artist,#3D348B
736,Martin KIPPENBERGER,51.5142273,7.4652789,artist,#3D348B
737,Allen RUPPERSBERG,41.4996574,-81.6936772,artist,#3D348B
738,"Jacques VILLEGLÉ (Jacques MAHÉ DE LA VILLEGLÉ, dit)",47.9960325,-4.1024782,artist,#3D348B
739,Jérémie BENNEQUIN,48.8588897,2.320041,artist,#F7B801
740,Guy LE MEAUX,47.8058026,-3.2751174,artist,#F7B801
741,Raivo PUUSEMP,58.7523778,25.3319078,artist,#F7B801
742,"Mariano FORTUNY (Mariano FORTUNY Y DE MADRASO, dit)",12.1360374,-61.6904045,artist,#F7B801
743,Jane HARRIS,30.2213981,-81.5947183,artist,#F7B801
,,,,,
744,Saâdane AFIF,47.7934453,1.0662256,artist,#3D348B
745,François BAUCHET,46.3400296,2.6073963,artist,#F7B801
746,Nathalie DU PASQUIER,44.841225,-0.5800364,artist,#F7B801
747,Marie DUCATÉ,50.6365654,3.0635282,artist,#F7B801
748,Ettore SOTTSASS,47.2654296,11.3927685,artist,#F7B801
749,George James SOWDEN,53.7974185,-1.5437941,artist,#F7B801
750,STUDIO TOTEM,45.7578137,4.8320114,artist,#F7B801
751,Véronique VERSTRAETE,47.8607467,4.5749139,artist,#F7B801
752,Pierre-Olivier ARNAUD,45.7578137,4.8320114,artist,#F7B801
753,Jean-Philippe AUBANEL,45.7578137,4.8320114,artist,#F7B801
754,Orla BARRY,52.4601874,-6.6065155,artist,#F7B801
755,Ricardo BLOCH,19.4326296,-99.1331785,artist,#F7B801
756,Daniel BUREN,48.8356649,2.240206,artist,#F7B801
757,Mauro CEOLIN,45.4641943,9.1896346,artist,#F35B04
758,Claude CLOSKY,48.8588897,2.320041,artist,#F35B04
759,Hanne DARBOVEN,48.1371079,11.5753822,artist,#F35B04
760,DOCUMENTATION CÉLINE DUVAL,48.9356047,2.0917743,artist,#F35B04
761,Peter DOWNSBROUGH,46.500283,-66.750183,artist,#F35B04
762,Anne-Valérie GASC,43.2961743,5.3699525,artist,#F35B04
763,On KAWARA,35.6840574,139.7744912,artist,#F35B04
764,David LASNIER,43.2961743,5.3699525,artist,#F35B04
765,Pierre LEGUILLON,48.8387639,2.4916592,artist,#F35B04
766,Tamarin NORWOOD,43.2961743,5.3699525,artist,#F35B04
767,Andrée PHILIPPOT-MATHIEU,45.52524,4.87477,artist,#F35B04
768,Michalis PICHLER,52.5170365,13.3888599,artist,#F35B04
769,Alain POUILLET,46.0990614,3.3623424,artist,#F35B04
770,Hubert RENARD,45.7578137,4.8320114,artist,#F35B04
771,Joël RIFF,48.8172236,7.7885978,artist,#F35B04
772,Eric TABUCHI,48.8588897,2.320041,artist,#F35B04
773,Mathieu TREMBLIN,48.0073849,0.1967849,artist,#F35B04
774,Eric WATIER,43.4945144,-1.4736657,artist,#F35B04
775,Francine ZUBEIL,48.584614,7.7507127,artist,#F35B04
