artist_id,artwork_id,title,date,domaine,medium,type,picture_path
87,1155,"Affiche Yann Sohier et Ar Falz, un instituteur laïc dans la Bretagne des années 30, musée de Morlaix 1983",1983,"Design graphique, Affiche",Sérigraphie,graphisme,images/1155.jpg
87,1156,Affiche Danse au présent,1984,"Design graphique, Affiche",Offset,graphisme,images/1156.jpg
87,1157,Affiche Plakate,1984,"Design graphique, Affiche",Sérigraphie,graphisme,images/1157.jpg
87,1158,Affiche Théâtre de folle pensée,1984,"Design graphique, Affiche",Offset,graphisme,images/1158.jpg
87,1159,Affiche Théâtre de folle pensée : de la paille pour mémoire,1984,"Design graphique, Affiche",Offset,graphisme,images/1159.jpg
87,1160,"Affiche Le voyage de Don Pedro, Infant du Portugal, 1984",1984,"Design graphique, Affiche",Sérigraphie,graphisme,images/1160.jpg
87,1161,"Affiche Etre infirmier(e) en rééducation, Nantes 18 et 19 avril 1985",1985,"Design graphique, Affiche",Offset,graphisme,images/1161.jpg
87,1162,Affiche Rock against Tarzan,1985,"Design graphique, Affiche",Sérigraphie,graphisme,images/1162.jpg
87,1163,"Affiche 6ème fête du café-théâtre, Le Parvis 1983",1986,"Design graphique, Affiche",Sérigraphie,graphisme,images/1163.jpg
87,1164,"Affiche Festival de La Rochelle, l'ordinateur. Rencontres internationales d'art contemporain,1983",1986,"Design graphique, Affiche",Sérigraphie,graphisme,images/1164.jpg
87,1165,"Affiche Ouïrdire Bretagne. Association de conteurs, 1984",1986,"Design graphique, Affiche",Offset,graphisme,images/1165.jpg
87,1166,Affiche Archéologie sous-marine,1986,"Design graphique, Affiche",Sérigraphie,graphisme,images/1166.jpg
88,1167,Image comme ça,2005,Design graphique,Impression couleur sur papier découpé,graphisme,images/1167.jpg
89,1168,Os Candagos,2010,"Design graphique, Affiche",Sérigraphie couleur,graphisme,images/1168.jpg
90,1169,Affiche Le démon du passage,1995,"Design graphique, Affiche",Impression offset sur papier,graphisme,images/1169.jpg
90,1170,Affiche Le démon du passage,1995,"Design graphique, Affiche",Impression offset sur papier,graphisme,images/1170.jpg
90,1171,Affiche Le démon du passage,1995,"Design graphique, Affiche",Impression offset sur papier,graphisme,images/1171.jpg
90,1172,Affiche Le démon du passage,1995,"Design graphique, Affiche",Impression offset sur papier,graphisme,images/1172.jpg
90,1173,Affiche Le démon du passage,1995,"Design graphique, Affiche",Impression offset sur papier,graphisme,images/1173.jpg
90,1174,Affiche Le démon du passage,1995,"Design graphique, Affiche",Impression offset sur papier,graphisme,images/1174.jpg
90,1175,Affiche Le démon du passage,1995,"Design graphique, Affiche",Impression offset sur papier,graphisme,images/1175.jpg
91,1176,Colombia is doing well (Colombia),1999,Design graphique,Sérigraphie couleur,graphisme,images/1176.jpg
91,1177,Espana va bien (Spain),1999,Design graphique,Sérigraphie couleur,graphisme,images/1177.jpg
91,1178,"Brasil... Tudo bem, tudo bom ! (Brazil)",1999,Design graphique,Sérigraphie couleur,graphisme,images/1178.jpg
91,1179,...estamos condenados al éxito (Argentina),2002,Design graphique,Sérigraphie couleur,graphisme,images/1179.jpg
91,1180,Tout va bien (France),2003,Design graphique,Sérigraphie couleur,graphisme,images/1180.jpg
91,1181,Lo hecho en Mexico esta bien hecho (Mexico),2004,Design graphique,Sérigraphie couleur,graphisme,images/1181.jpg
91,1182,We are fantastic (Uruguay),2005,Design graphique,Sérigraphie couleur,graphisme,images/1182.jpg
91,1183,Dicho y hecho (Venezuela),2013,Design graphique,Sérigraphie couleur,graphisme,images/1183.jpg
92,1184,Sous réserve,2014,"Design graphique, Affiche",Impression offset sur papier coral book white 250g,graphisme,images/1184.jpg
74,1185,"Affiche Diter Rot : Die letzen Ladenhüter
Galerie Ernst, Hannover
11. Januar - 8. Februar 1969",1969,"Design graphique, Affiche","Sérigraphie en deux couleurs, jaune et bleu",graphisme,images/1185.jpg
74,1186,"Affiche Eat Art Galerie presents Dieter Rot
Düsseldorf",1969,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1186.jpg
74,1187,"Affiche Dieter Rot
Grafiek en Boeken
Haags Gemeentemuseum
8. Januari t/m 12 Maart 72",1972,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1187.jpg
74,1188,"Affiche Dieter Rot
Grafik + Bücher
Zürcher Kunstgesellschaft Helmhaus Zürich
16. Juli - 20. August 1972",1972,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1188.jpg
74,1189,"Affiche Dieter Rot
200 Zeichnungen, 100 Auflagenentwürfe, 50 Druckgraphiken
Galerie Grünangergasse
5. September bis 30. September 1972",1972,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1189.jpg
74,1190,"Affiche Dieter Rot
Grafik + Bücher
Kunsthalle Baden-Baden
29. 9 - 12. 11. 1972",1972,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1190.jpg
74,1191,"Affiche Dieter Rot
Graphics + Books
London, Hayward Gallery
January 3 - March 11 73",1973,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1191.jpg
74,1192,"Affiche Dieter Roth
Grafik & Bücher
Akademie d. Künste Berlin
13. April - 20. Mai 1973",1973,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1192.jpg
74,1193,"Affiche Dieter Roth
Grafik & Bücher
Akademie d. Künste Berlin
13. April - 20. Mai 1973",1973,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1193.jpg
74,1194,"Affiche Dieter Roth
Grafik & Bücher
Düsseldorf, Kunsthalle
29. Juni - 2. September 1973",1973,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1194.jpg
74,1195,"Affiche Dieter Roth
Grafik & Bücher
Düsseldorf, Kunsthalle
29. Juni - 2. September",1973,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1195.jpg
74,1196,"Affiche Dieter Roth
Graphics and Books
The Vancouver Art Gallery
31. Oct. - 25. Nov.",1973,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1196.jpg
74,1197,"Affiche Dieter Roth
Bücher + Grafik
Mannheimer Kunstverein - Kunstverein Ludwigshafen
18 Februar - 21. April 1974",1974,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1197.jpg
74,1198,"Affiche Dieter Roth
Bücher + Grafik
Mannheimer Kunstsverein - Kunstverein Ludwigshafen
18. Febr. - 21. April 1974",1974,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1198.jpg
74,1199,"Affiche Dieter Roth : Originale
Kunstverein	Hamburg
1. Juni bis 14. Juli 1974",1974,"Design graphique, Affiche",Offset couleur,graphisme,images/1199.jpg
74,1200,"Affiche 6e Exposition suisse de sculpture, Bienne
14 juin - 10 août
6. Schweizer Plastikausstellung
14. Juni - 10. August 1975",1975,"Design graphique, Affiche",Offset couleur,graphisme,images/1200.jpg
74,1201,"Affiche Dieter Roth : Die Radiosonate
Edition hansjörg mayer, Stuttgart + Edition	Lebeer - Hossmann, Hamburg",1978,"Design graphique, Affiche",Offset noir et blanc,graphisme,images/1201.jpg
74,1202,"Affiche Dieter Roth
Grafik, Bücher 1971-1979
Staatsgalerie Stuttgart
Ende August - 21. Oktober 1979",1979,"Design graphique, Affiche",Offset couleur,graphisme,images/1202.jpg
74,1203,"Affiche Dieter Roth
Boeken I en I Grafik
Haags Gemeentemuseum
12. april - 1. Juni 1980",1980,"Design graphique, Affiche",Offset couleur,graphisme,images/1203.jpg
74,1204,"Affiche Ladenhüter von : Dieter Roth
Reinhardt Onnasch Ausstellungen, Berlin
16. I. 1983 - 12. 3. 1983",1983,"Design graphique, Affiche",Offset en deux couleurs,graphisme,images/1204.jpg
74,1205,"Affiche Dieter Roth
Tischmatten von Bali Mosfellssveit
1975 - 1984
Petersen Galerie, Berlin
14 März - 14 April",1984,"Design graphique, Affiche",Offset couleur,graphisme,images/1205.jpg
74,1206,"Affiche Dieter Roth
Zeichnungen, Objekte, Grafik, Bücher, Plakate
Oldenburger Kunstverein
14. 10. - 11. 11. 84.",1984,"Design graphique, Affiche",Offset blanc sur fond noir,graphisme,images/1206.jpg
93,1207,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1207.jpg
93,1208,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1208.jpg
93,1209,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1209.jpg
93,1210,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1210.jpg
93,1211,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1211.jpg
93,1212,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1212.jpg
93,1213,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1213.jpg
93,1214,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1214.jpg
93,1215,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1215.jpg
93,1216,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1216.jpg
93,1217,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1217.jpg
93,1218,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1218.jpg
93,1219,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1219.jpg
93,1220,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1220.jpg
93,1221,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1221.jpg
93,1222,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1222.jpg
93,1223,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1223.jpg
93,1224,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1224.jpg
93,1225,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1225.jpg
93,1226,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1226.jpg
93,1227,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1227.jpg
93,1228,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1228.jpg
93,1229,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1229.jpg
93,1230,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1230.jpg
93,1231,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1231.jpg
93,1232,"Jérôme Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5",2007,,Impression offset,graphisme,images/1232.jpg
94,1233,Drapeau Pan African Flag For The Relic Travellers’ Alliance (Community),2018,"Objet/Design, Drapeau",,objet,images/1233.jpg
95,1234,Coupe,1983,"Objet/Design, Coupe",,objet,images/1234.jpg
95,1235,Coupe,1983,"Objet/Design, Coupe",,objet,images/1235.jpg
95,1236,Coupe,1983,"Objet/Design, Coupe",,objet,images/1236.jpg
95,1237,Coupe,1983,"Objet/Design, Coupe",,objet,images/1237.jpg
95,1238,Coupe,1983,"Objet/Design, Coupe",,objet,images/1238.jpg
95,1239,Coupe,1983,"Objet/Design, Coupe",,objet,images/1239.jpg
96,1240,Sans titre,1983 - 1984,Objet/Design,,objet,images/1240.jpg
97,1241,"Library Booth
(Bibliothèque cabine)",1995,Objet/Design,,objet,images/1241.jpg
98,1242,"Plat (légumier, jatte, ravier)",1983,"Objet/Design, Plat (légumier, jatte, ravier)",,objet,images/1242.jpg
99,1243,Porte-manteau,2002,"Objet/Design, Portemanteau",,objet,images/1243.jpg
100,1244,"Plat (légumier, jatte, ravier)",1984,"Objet/Design, Plat (légumier, jatte, ravier)",,objet,images/1244.jpg
101,1245,Praticable n°2,2004,"Objet/Design, Banc",,objet,images/1245.jpg
102,1246,Le respect de votre vie privée est notre priorité,2020,"Objet/Design, Tapis",,objet,images/1246.jpg
103,1247,Coupe,1984,"Objet/Design, Coupe",,objet,images/1247.jpg
104,1248,Massolo,1974,"Objet/Design, Table",,objet,images/1248.jpg
105,1249,"Plat (légumier, jatte, ravier)",1984,"Objet/Design, Plat (légumier, jatte, ravier)",,objet,images/1249.jpg
105,1250,Vase,1984,"Objet/Design, Vase",,objet,images/1250.jpg
106,1251,Reliquaire Flux Reliquary,1970 - 1972,"Objet/Design, Reliquaire",,objet,images/1251.jpg
107,1252,Elément,1977,Objet/Design,,objet,images/1252.jpg
107,1253,Module de déformation : colonne,1978,Objet/Design,,objet,images/1253.jpg
108,1254,Plat,1956,"Objet/Design, Plat",,objet,images/1254.jpg
108,1255,Plat,1957,"Objet/Design, Plat",,objet,images/1255.jpg
108,1256,Assiette,1957,"Objet/Design, Assiette",,objet,images/1256.jpg
109,1257,Tapisserie Terre et mer,1981,"Objet/Design, Tapisserie",,objet,images/1257.jpg
110,1258,Presse-papier Sans titre,1989,"Objet/Design, Presse-papier",,objet,images/1258.jpg
111,1259,Assiette,1953,"Objet/Design, Assiette",,objet,images/1259.jpg
111,1260,Assiette,1953,"Objet/Design, Assiette",,objet,images/1260.jpg
111,1261,Assiette,1953,"Objet/Design, Assiette",,objet,images/1261.jpg
112,1262,Saladier Grand saladier,1982,"Objet/Design, Saladier",,objet,images/1262.jpg
113,1263,Tapisserie,1979,"Objet/Design, Tapisserie",,objet,images/1263.jpg
114,1264,Renatus Barbatus,2015,"Objet/Design, Autre (accessoire textile)",,objet,images/1264.jpg
115,1265,Tissage de terre,1984,Objet/Design,,objet,images/1265.jpg
115,1266,Tissage de terre,1984,Objet/Design,,objet,images/1266.jpg
116,1267,"Autre (accessoire textile) Stomach Anatomy Apron
(Tablier Anatomie de l'estomac)",1969,"Objet/Design, Autre (accessoire textile)",,objet,images/1267.jpg
116,1268,Autre (accessoire textile) Venus de Milo Apron,1970,"Objet/Design, Autre (accessoire textile)",,objet,images/1268.jpg
117,1269,Bibliothèque Les gardiens du secret,1993,"Objet/Design, Bibliothèque",,objet,images/1269.jpg
117,1270,Mobilier multifonctions Les cimaises,1994,"Objet/Design, Mobilier multifonctions",,objet,images/1270.jpg
117,1271,Mobilier multifonctions Les cimaises,1994,"Objet/Design, Mobilier multifonctions",,objet,images/1271.jpg
117,1272,Mobilier multifonctions Les cimaises,1994,"Objet/Design, Mobilier multifonctions",,objet,images/1272.jpg
118,1273,Collier Les valeurs,2009,"Objet/Design, Collier",,objet,images/1273.jpg
119,1274,Tapisserie Ecailles,1980,"Objet/Design, Tapisserie",,objet,images/1274.jpg
120,1275,Boîte,1984,"Objet/Design, Boîte",,objet,images/1275.jpg
120,1276,Boîte,1984,"Objet/Design, Boîte",,objet,images/1276.jpg
120,1277,Boîte,1984,"Objet/Design, Boîte",,objet,images/1277.jpg
121,1278,Tapisserie Mur gallo-romain,1981,"Objet/Design, Tapisserie",,objet,images/1278.jpg
122,1279,(sans titre),2015,"Objet/Design, Coffret",,objet,images/1279.jpg
123,1280,La grande plate,avril 1981 - mai 1981,Objet/Design,,objet,images/1280.jpg
124,1281,Crayon Stress,2010,"Objet/Design, Crayon",,objet,images/1281.jpg
125,1282,Bouteille,1983,"Objet/Design, Bouteille",,objet,images/1282.jpg
125,1283,Vase,1983,"Objet/Design, Vase",,objet,images/1283.jpg
125,1284,Vase,1983,"Objet/Design, Vase",,objet,images/1284.jpg
125,1285,Vase,1983,"Objet/Design, Vase",,objet,images/1285.jpg
125,1286,Objet,1983,"Objet/Design, Objet",,objet,images/1286.jpg
125,1287,Objet,1983,"Objet/Design, Objet",,objet,images/1287.jpg
125,1288,Objet,1983,"Objet/Design, Objet",,objet,images/1288.jpg
125,1289,Objet,1983,"Objet/Design, Objet",,objet,images/1289.jpg
125,1290,Objet,1983,"Objet/Design, Objet",,objet,images/1290.jpg
125,1291,Objet,1983,"Objet/Design, Objet",,objet,images/1291.jpg
125,1292,Objet,1983,"Objet/Design, Objet",,objet,images/1292.jpg
125,1293,Objet,1983,"Objet/Design, Objet",,objet,images/1293.jpg
125,1294,Objet,1983,"Objet/Design, Objet",,objet,images/1294.jpg
126,1295,Chaise Axis,1991,"Objet/Design, Chaise",,objet,images/1295.jpg
127,1296,Assiette,1952,"Objet/Design, Assiette",,objet,images/1296.jpg
127,1297,"Plat (légumier, jatte, ravier)",1983,"Objet/Design, Plat (légumier, jatte, ravier)",,objet,images/1297.jpg
127,1298,"Plat (légumier, jatte, ravier)",1983,"Objet/Design, Plat (légumier, jatte, ravier)",,objet,images/1298.jpg
128,1299,Posters,1976,"Design graphique, Affiche",Offset lithographie/thin wove paper,graphisme,images/1299.jpg
129,1300,Affiche Nazi Milk,1979,"Design graphique, Affiche",affiche encadrée,graphisme,images/1300.jpg
129,1301,Lucre Shopping Bag,1990,"Design graphique, Packaging",Sac en papier noir avec étiquette adhésive,graphisme,images/1301.jpg
129,1302,Yen Shopping Bag,1993,"Design graphique, Packaging",Sac en papier blanc avec étiquette adhésive,graphisme,images/1302.jpg
130,1303,Affiche Untitled ( Les Géants du Ciel),2011,"Design graphique, Affiche",Peinture à la bombe sur affiche,graphisme,images/1303.jpg
130,1304,Affiche Untitled ( Le Silence),2011,"Design graphique, Affiche",Peinture à la bombe sur affiche,graphisme,images/1304.jpg
131,1305,Glove,1968,Objet,"Gant en vinyle appliqué sur un papier de soie rose vif, enveloppé dans un plastique transparent",objet,images/1305.jpg
132,1306,Wedge,2011,Objet,Chaussure compensée,objet,images/1306.jpg
133,1307,Store Front,février 1968,Objet,"Mylar, bristol",objet,images/1307.jpg
128,1308,Feldmann Verlags Shop,1975 / 1998,Objet,"Porcelaine, métal, cuivre argenté, papier, carton, photo, plâtre coloré, verre, boutons, peinture",objet,images/1308.jpg
134,1309,Phenakistiscope,1968,Objet,Disque de phenakistiscope,objet,images/1309.jpg
129,1310,Middelburg Tile,1985,Objet,"Céramique, boîte, catalogue",objet,images/1310.jpg
129,1311,Placebo (helium),1992 - 2001,Objet,Mylar,objet,images/1311.jpg
129,1312,Generic,1992,Objet,Ballon en mylar,objet,images/1312.jpg
129,1313,General Idea's Putti,1993,Objet,"Savon, carton",objet,images/1313.jpg
135,1314,Breath on Mirror,2008,Objet,mirroir et spray,objet,images/1314.jpg
136,1315,Long neck and Groove Bottles,2000,Objet,"Porcelaine, verre et ruban adhésif en plastique",objet,images/1315.jpg
137,1316,Folded Hat,1968,Objet,,objet,images/1316.jpg
138,1317,Burning Small Fires,1968,"Publication, livre, imprimé, Livre-objet",feuille,objet,images/1317.jpg
138,1318,Footsteps,1968,Objet,Bande magnétique montée sur support Op-Art,objet,images/1318.jpg
139,1319,Toymodel of Space,1993,"Publication, livre, imprimé, Livre-objet",livre vidéo lithographie,objet,images/1319.jpg
140,1320,Burned Bow Tie,1968,Objet,Noeud papillon brûlé,objet,images/1320.jpg
141,1321,sans titre,1968,"Publication, livre, imprimé",,ouvrage,images/1321.jpg
142,1322,Concept Bergtold,1968,"Publication, livre, imprimé",,ouvrage,images/1322.jpg
143,1323,Livre D'une impression l'autre,1983,"Publication, livre, imprimé, Livre",Photographie cibachrome et sérigraphie,ouvrage,images/1323.jpg
144,1324,Cynocephalus & Co,avril 1968,"Publication, livre, imprimé",,ouvrage,images/1324.jpg
145,1325,Livre The System of Landor's Cottage,1987,"Publication, livre, imprimé, Livre",,ouvrage,images/1325.jpg
146,1326,Thesis,avril 1968,"Publication, livre, imprimé",,ouvrage,images/1326.jpg
147,1327,The Inner Pages,1968,"Publication, livre, imprimé",,ouvrage,images/1327.jpg
149,1328,Livre Symmetria,1982,"Publication, livre, imprimé, Livre","10 eaux-fortes, 1 empreinte, 1 texte, papier Rives 300 gr.",ouvrage,images/1328.jpg
149,1329,Livre Nuit Pourpre,1988,"Publication, livre, imprimé, Livre",Manière noire,ouvrage,images/1329.jpg
150,1330,Twenty Down,1968,"Publication, livre, imprimé",,ouvrage,images/1330.jpg
151,1331,Unattended Lunches,1968,"Publication, livre, imprimé",,ouvrage,images/1331.jpg
152,1332,Bush in Hand,1968,"Publication, livre, imprimé",Papier découpé,ouvrage,images/1332.jpg
153,1333,A Proposed Comic Section for The New York Times,avril 1968,"Publication, livre, imprimé",,ouvrage,images/1333.jpg
154,1334,Livre Monochrome 3,1982,"Publication, livre, imprimé, Livre","Carton, acrylique",ouvrage,images/1334.jpg
155,1335,Johns in Art Galleries,1968,"Publication, livre, imprimé",,ouvrage,images/1335.jpg
156,1336,Livre Le retour du printemps,1974,"Publication, livre, imprimé, Livre",Sérigraphie,ouvrage,images/1336.jpg
157,1337,Astrophysics,1968,"Publication, livre, imprimé",Livre disque avec texte imprimé en noir,ouvrage,images/1337.jpg
158,1338,Livre Sur l'utopie et erratum,1976 - 1982,"Publication, livre, imprimé, Livre",,ouvrage,images/1338.jpg
158,1339,Livre Faire de la musique,1977 - 1982,"Publication, livre, imprimé, Livre",,ouvrage,images/1339.jpg
158,1340,Livre Spleen de Hambourg,1985,"Publication, livre, imprimé, Livre",,ouvrage,images/1340.jpg
159,1341,The Magellanic Clouds,1968,"Publication, livre, imprimé",,ouvrage,images/1341.jpg
160,1342,Signal Flags Poems,1968,"Publication, livre, imprimé",,ouvrage,images/1342.jpg
