artist_id,artwork_id,title,date,domaine,medium,type,picture_path
302,1829,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Lettre",Impression et stylo à bille sur papier.,ouvrage,images_2/1829.jpg
302,1830,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Lettre","Impression, stylo à bille et encre sur papier.",ouvrage,images_2/1830.jpg
302,1831,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Lettre",Impression et stylo à bille sur papier.,ouvrage,images_2/1831.jpg
302,1832,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Manuscrit",Stylo à bille sur papier.,ouvrage,images_2/1832.jpg
302,1833,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé",Papier.,ouvrage,images_2/1833.jpg
302,1834,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Lettre","Impression, stylo à bille sur papier et métal.",ouvrage,images_2/1834.jpg
302,1835,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Lettre","Impression, encre et crayon de couleur sur papier.",ouvrage,images_2/1835.jpg
302,1836,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Lettre",Graphite sur papier.,ouvrage,images_2/1836.jpg
302,1837,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Manuscrit",Stylo à bille et crayon de couleur sur papier.,ouvrage,images_2/1837.jpg
302,1838,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Manuscrit",Impression et stylo à bille sur papier.,ouvrage,images_2/1838.jpg
302,1839,"Against All Firearms, Highway Robbers, Incendiaries, Witches and Evil Spirit
(Contre toutes les armes à feu, voleurs des voies rapides, incendiaires, sorcières et esprits démoniaques)",2015,"Publication, livre, imprimé, Livre","Impression, stylo à bille et craie sur papier marouflé sur carton.",ouvrage,images_2/1839.jpg
303,1840,Eaux claires et montagnes violettes,2014,"Publication, livre, imprimé",Impression jet d'encre sur papier.,ouvrage,images_2/1840.jpg
303,1841,Eaux claires et montagnes violettes,2014,"Publication, livre, imprimé",Impression jet d'encre sur papier.,ouvrage,images_2/1841.jpg
303,1842,Eaux claires et montagnes violettes,2014,"Publication, livre, imprimé",Impression jet d'encre sur papier.,ouvrage,images_2/1842.jpg
303,1843,Eaux claires et montagnes violettes,2014,"Publication, livre, imprimé",Impression jet d'encre sur papier.,ouvrage,images_2/1843.jpg
303,1844,Eaux claires et montagnes violettes,2014,"Publication, livre, imprimé",Impression jet d'encre sur papier.,ouvrage,images_2/1844.jpg
303,1845,Eaux claires et montagnes violettes,2014,"Publication, livre, imprimé",Impression jet d'encre sur papier.,ouvrage,images_2/1845.jpg
304,1846,"Plan STARMAPS Summits High and Low / pays de Bitche
(Carte des étoiles Sommets hauts et bas / pays de Bitche)",2016,"Publication, livre, imprimé, Plan",Acrylique sur papier.,ouvrage,images_2/1846.jpg
305,1847,Interiors,2013,"Publication, livre, imprimé, Livre",,ouvrage,
306,1848,"We Like Our Apartment !
(Nous aimons notre appartement !)",2001?,"Publication, livre, imprimé, Calendrier",Impression couleur sur papier et métal.,ouvrage,images_2/1848.jpg
298,1849,Terrae incognitae -Île aux cochons-,2010,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1849.jpg
298,1850,Terra incognitae – Arounani,2015,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1850.jpg
298,1851,Terra incognitae – Haute-Mana,2015,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1851.jpg
298,1852,Terra incognitae – Inini,2015,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1852.jpg
307,1853,Blueberry Surprise,s.d.,"Publication, livre, imprimé",Coffret de 96 pages,ouvrage,images_2/1853.jpg
308,1854,"Vaduz, n°044 : Des Wallons",1974,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1854.jpg
309,1855,Livre Images latentes / Journal d'un photographe,2010,"Publication, livre, imprimé, Livre",Livre en français de 1318 pages avec tirages argentiques,ouvrage,images_2/1855.jpg
310,1856,PM 2010,2012,"Publication, livre, imprimé, Livre","Impression couleur sur papier, reliure, carton et toile.",ouvrage,images_2/1856.jpg
311,1857,"Artists' Photographs, Vision, #5",1981,"Publication, livre, imprimé","62 p., 55 impression photo-offset dans une boîte, chacune 20,3 x 25,2 cm",ouvrage,images_2/1857.jpg
312,1858,"The Nuclear Survival Kit
(Le Kit de survie nucléaire)",1985,"Publication, livre, imprimé, Portfolio","Impression, plastique, carton et acétate.",ouvrage,images_2/1858.jpg
313,1859,,2013,"Publication, livre, imprimé",Papier végétal de fique teinté au pigment naturel,ouvrage,images_2/1859.jpg
314,1860,Livre La Femme et...,1975 / 2007,"Publication, livre, imprimé, Livre","Livre accompagné d'une photo en tiré à part de l'artiste.
24 pages, livre broché cousu, langue française.",ouvrage,images_2/1860.jpg
315,1861,Leporello ni queue ni tête,2013,"Publication, livre, imprimé, Leporello","Leporello de 46 pages, piste audio",ouvrage,images_2/1861.jpg
316,1862,Livre Tous ceux qui tombent,2007,"Publication, livre, imprimé, Livre",Livre broché,ouvrage,images_2/1862.jpg
316,1863,Livre Laught.mp3,2008,"Publication, livre, imprimé, Livre",Livre broché,ouvrage,images_2/1863.jpg
316,1864,Livre,2010,"Publication, livre, imprimé, Livre",Livre broché,ouvrage,images_2/1864.jpg
316,1865,Livre,2010,"Publication, livre, imprimé, Livre",Livre broché,ouvrage,images_2/1865.jpg
316,1866,Livre,2010,"Publication, livre, imprimé, Livre",Livre broché,ouvrage,images_2/1866.jpg
317,1867,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1867.jpg
317,1868,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1868.jpg
317,1869,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1869.jpg
317,1870,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1870.jpg
317,1871,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1871.jpg
317,1872,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1872.jpg
317,1873,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1873.jpg
317,1874,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1874.jpg
317,1875,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1875.jpg
317,1876,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1876.jpg
317,1877,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1877.jpg
317,1878,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1878.jpg
317,1879,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1879.jpg
317,1880,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1880.jpg
317,1881,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1881.jpg
317,1882,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1882.jpg
317,1883,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1883.jpg
317,1884,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1884.jpg
317,1885,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1885.jpg
317,1886,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1886.jpg
317,1887,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1887.jpg
317,1888,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1888.jpg
317,1889,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1889.jpg
317,1890,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1890.jpg
317,1891,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1891.jpg
317,1892,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1892.jpg
317,1893,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1893.jpg
317,1894,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1894.jpg
317,1895,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1895.jpg
317,1896,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1896.jpg
317,1897,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1897.jpg
317,1898,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1898.jpg
317,1899,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1899.jpg
317,1900,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1900.jpg
317,1901,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1901.jpg
317,1902,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1902.jpg
317,1903,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1903.jpg
317,1904,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1904.jpg
317,1905,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1905.jpg
317,1906,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1906.jpg
317,1907,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1907.jpg
317,1908,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1908.jpg
317,1909,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1909.jpg
317,1910,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1910.jpg
317,1911,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1911.jpg
317,1912,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1912.jpg
317,1913,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1913.jpg
317,1914,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier,ouvrage,images_2/1914.jpg
317,1915,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1915.jpg
317,1916,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1916.jpg
317,1917,ROMAN OPALKA / 1965 / 1 - ∞,1972 - 2008,"Publication, livre, imprimé",Carton.,ouvrage,images_2/1917.jpg
318,1918,Hitting: Bethlehem (North Carolina),2001,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1918.jpg
318,1919,Hitting: Bagdad (Louisiana),2001,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1919.jpg
318,1920,Missing: Roswell (New Mexico),2001,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1920.jpg
318,1921,Missing: Waco (Texas),2001,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1921.jpg
318,1922,Missing : Truth or Consequences (New Mexico),2001,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1922.jpg
318,1923,Hitting: Paris (Texas),2001,"Publication, livre, imprimé",Impression offset sur papier.,ouvrage,images_2/1923.jpg
319,1924,Untitled (transient possession),2008,"Publication, livre, imprimé",Bière sur papier imprimé modigliani (200 g.),ouvrage,images_2/1924.jpg
319,1925,Untitled (transient possession),2008,"Publication, livre, imprimé",Bière sur papier imprimé modigliani (200 g.),ouvrage,images_2/1925.jpg
319,1926,Untitled (transient possession),2008,"Publication, livre, imprimé",Bière sur papier imprimé modigliani (200 g.),ouvrage,images_2/1926.jpg
319,1927,Untitled (transient possession),2008,"Publication, livre, imprimé",Bière sur papier imprimé modigliani (200 g.),ouvrage,images_2/1927.jpg
319,1928,Untitled (transient possession),2008,"Publication, livre, imprimé",Bière sur papier imprimé modigliani (200 g.),ouvrage,images_2/1928.jpg
320,1929,Embouchure de la Seine,2000,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1929.jpg
320,1930,Glacier du Commandant Charcot,2002,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1930.jpg
320,1931,Désert de Danakil,2003,"Publication, livre, imprimé, Plan",Impression sur papier.,ouvrage,images_2/1931.jpg
321,1932,L'éternité (poster),2017,,Sérigraphie en couleur sur papier,graphisme,images_2/1932.jpg
322,1933,Affiche-programme d'Une Saison Graphique 2016,2016,,Sérigraphie en couleur sur papier,graphisme,images_2/1933.jpg
323,1934,Affiche de la Saison Graphique,2013,,,graphisme,images_2/1934.jpg
324,1935,Licorne,2015,,,graphisme,images_2/1935.jpg
324,1936,Licorne,2015,,Impression couleur sur papier,graphisme,images_2/1936.jpg
325,1937,Revue 1,2006,,Impressions offset recto-verso,graphisme,images_2/1937.jpg
325,1938,Revue 2,2007,,Impressions offset recto-verso,graphisme,images_2/1938.jpg
325,1939,"Belvédère du Rayon Vert, Art in the Age of Extinction",2012,,Impressions offset recto-verso,graphisme,images_2/1939.jpg
325,1940,Sans titre (play still_32),2016,,sérigraphie sur papier,graphisme,images_2/1940.jpg
325,1941,Notre-Dame de Joie,2016,,Impressions offset recto-verso,graphisme,images_2/1941.jpg
326,1942,Affiche de la Saison Graphique,2012,,,graphisme,images_2/1942.jpg
327,1943,"Cloud Rider, 2018",avril 2018,,Sérigraphie noir et blanc,graphisme,images_2/1943.jpg
327,1944,Pictyp,avril 2018,,Sérigraphie noir et blanc,graphisme,images_2/1944.jpg
327,1945,Knead the Bear,avril 2018,,Sérigraphie noir et blanc,graphisme,images_2/1945.jpg
327,1946,Fifteen Reading Maps,avril 2018,,Sérigraphie noir et blanc,graphisme,images_2/1946.jpg
327,1947,Open Alliances,avril 2018,,Sérigraphie noir et blanc,graphisme,images_2/1947.jpg
327,1948,Big Reading Map,avril 2018,,Sérigraphie noir et blanc,graphisme,images_2/1948.jpg
328,1949,couchéparterreaumilieudelaroute,2015,,,graphisme,images_2/1949.jpg
328,1950,couchéparterreaumilieudelaroute,2015,,Impression couleur sur papier,graphisme,images_2/1950.jpg
329,1951,Une Kermess Graphique 2014,février 2014,,Sérigraphie couleur,graphisme,images_2/1951.jpg
330,1952,Affiche de la Saison Graphique,2015,,,graphisme,images_2/1952.jpg
330,1953,Affiche de la Saison Graphique,2015,,Sérigraphie en couleur sur papier,graphisme,images_2/1953.jpg
331,1954,"#001 - 19-08-11 - 49 rue du Lieutenant Thomas, Bagnolet",2015,,,graphisme,images_2/1954.jpg
331,1955,"#001 - 19-08-11 - 49 rue du Lieutenant Thomas, Bagnolet",2015,,Impression couleur sur papier,graphisme,images_2/1955.jpg
332,1956,Affiche de la Saison Graphique,2011,,,graphisme,images_2/1956.jpg
333,1957,Calendrier,s.d.,,,graphisme,images_2/1957.jpg
334,1958,Sans titre,2017,,Affiche couleur,graphisme,images_2/1958.jpg
334,1959,Sans titre,2017,,Affiche couleur,graphisme,images_2/1959.jpg
334,1960,Sans titre,2017,,Affiche couleur,graphisme,images_2/1960.jpg
334,1961,Sans titre,2017,,Affiche couleur,graphisme,images_2/1961.jpg
334,1962,Sans titre,2017,,Affiche couleur,graphisme,images_2/1962.jpg
334,1963,Sans titre,2017,,Affiche couleur,graphisme,images_2/1963.jpg
334,1964,Sans titre,2017,,Affiche couleur,graphisme,images_2/1964.jpg
334,1965,Saison nucléaire,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1965.jpg
334,1966,Bagarre générale,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1966.jpg
334,1967,La castagne,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1967.jpg
334,1968,Montagne,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1968.jpg
334,1969,Madame,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1969.jpg
334,1970,Falaise,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1970.jpg
334,1971,L'amour,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1971.jpg
334,1972,Tombeau,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1972.jpg
334,1973,Antiflute,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1973.jpg
334,1974,Chocolatier,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1974.jpg
334,1975,Boucher,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1975.jpg
334,1976,Tablettes,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1976.jpg
334,1977,Graphisme 3,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1977.jpg
334,1978,Graphisme 1,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1978.jpg
334,1979,Graphisme 4,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1979.jpg
334,1980,Frac 03,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1980.jpg
334,1981,Frac 02,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1981.jpg
334,1982,Frac 04,2019,,Impression sur papier type Satin RC 190g,graphisme,images_2/1982.jpg
335,1983,Affiche de la Saison Graphique,2011,,,graphisme,images_2/1983.jpg
336,1984,Lectura publica,2005,,"Affiche roulée dans un bandeau éditorial, imprimé en offset",graphisme,images_2/1984.jpg
337,1985,Affiche-programme d'Une Saison Graphique 2016,2016,,Sérigraphie en couleur sur papier,graphisme,images_2/1985.jpg
338,1986,Epreuve,2015,,,graphisme,images_2/1986.jpg
338,1987,Epreuve,2015,,Impression couleur sur papier,graphisme,images_2/1987.jpg
339,1988,Sans titre,s.d.,,Affiche sur papier,graphisme,images_2/1988.jpg
339,1989,Sans titre,s.d.,,Affiche sur papier,graphisme,images_2/1989.jpg
339,1990,Sans titre,s.d.,,Affiche sur papier glacé,graphisme,images_2/1990.jpg
339,1991,Sans titre,s.d.,,Affiche sur papier glacé,graphisme,images_2/1991.jpg
340,1992,Affiche de la Saison Graphique,2010,,,graphisme,images_2/1992.jpg
341,1993,Affiche de la Saison Graphique,2015,,Sérigraphie sur papier,graphisme,images_2/1993.jpg
342,1994,Door to beach 1,2012,,,graphisme,images_2/1994.jpg
342,1995,Door to beach 3,2012,,,graphisme,images_2/1995.jpg
342,1996,Mama 3,2012,,,graphisme,images_2/1996.jpg
342,1997,Canapé-ville 1,2013,,,graphisme,images_2/1997.jpg
342,1998,Dans la douceur...,2013,,,graphisme,images_2/1998.jpg
342,1999,"To please, we offer drinks",2013,,,graphisme,images_2/1999.jpg
343,2000,Oriflammes (tiré de la saison graphique),2019,,Bâche,graphisme,images_2/2000.jpg
343,2001,Oriflammes (tiré de la saison graphique),2019,,Bâche,graphisme,images_2/2001.jpg
344,2002,Feuillus,2014,,,graphisme,images_2/2002.jpg
344,2003,Feuillus,2014,,Impression couleur sur papier,graphisme,images_2/2003.jpg
345,2004,Sans titre 6,2015,,Photocopie noir et blanc sur papier 80g,graphisme,images_2/2004.jpg
345,2005,Sans titre 14,2015,,Photocopie noir et blanc sur papier 80g,graphisme,images_2/2005.jpg
345,2006,Sans titre 24,2015,,"A1, impression numérique sur papier 120g",graphisme,images_2/2006.jpg
345,2007,Sans titre 38,2015,,"A1, impression numérique sur papier 120g",graphisme,images_2/2007.jpg
345,2008,Sans titre 43,2015,,Photocopie noir et blanc sur papier 80g,graphisme,images_2/2008.jpg
345,2009,Sans titre 55,2015,,Photocopie noir et blanc sur papier 80g,graphisme,images_2/2009.jpg
345,2010,Affiche de la Saison Graphique,2017,,Sérigraphie sur papier,graphisme,images_2/2010.jpg
346,2011,Affiche de la Saison Graphique,2013,,,graphisme,images_2/2011.jpg
346,2012,Affiche de la Saison Graphique,2013,,,graphisme,images_2/2012.jpg
347,2013,Affiche de la Saison Graphique,2013,,,graphisme,images_2/2013.jpg
348,2014,Séance de lecture,2016,,"Ensemble de posters dans un coffret carton en édition limitée et une affiche A2.
Sérigraphie double face sur papier journal (A1)
Riso impression (A3)
Impression offset (A4)
Impression numérique (tabloïd)",graphisme,images_2/2014.jpg
349,2015,Near Fukushima,2014,,,graphisme,images_2/2015.jpg
349,2016,Near Fukushima,2014,,Impression couleur sur papier,graphisme,images_2/2016.jpg
350,2017,Affiche de la Saison Graphique,2019,,Sérigraphie,graphisme,images_2/2017.jpg
351,2018,Affiche de la Saison Graphique,2012,,,graphisme,images_2/2018.jpg
352,2019,Affiche An exhibition in your mouth,2002,,Impression typographique sur papier Ingres / Fabiano,graphisme,images_2/2019.jpg
352,2020,"Affiche Ben Kinmont, bookseller",2002,,Impression typographique sur papier / Fabiano,graphisme,images_2/2020.jpg
352,2021,"Affiche The first gastronomic map of France reproduced from the frontispiece of the first edition of the Cours Gastronomique by Charles Louis Cadet de Gassicourt, Paris, 1809",2006,,Impression typographique sur papier,graphisme,images_2/2021.jpg
352,2022,Affiche On becoming something else,2009,,Impression typographique sur papier Zerkall / Nideggen,graphisme,images_2/2022.jpg
352,2023,Affiche Gastronomie,2009,,Impression typographique sur papier Ingres / Hahnemühle,graphisme,images_2/2023.jpg
352,2024,Affiche Devenir autre chose,2009,,Impression typographique sur papier,graphisme,images_2/2024.jpg
352,2025,Affiche Gastronomie,2010,,Impression typographique sur papier Ingres,graphisme,images_2/2025.jpg
352,2026,Affiche Trois courts de gastronomie,2011,,Impression typographique au plomb sur papier Ingres,graphisme,images_2/2026.jpg
352,2027,"Affiche Towards a Definition of Project d'Art.... Ethical Considerations in Project Art. [New York: Antinomian Press, 2011.]",2011,,Black and orange ink on white paper,graphisme,images_2/2027.jpg
352,2028,Affiche An Exhibition in your Mouth (Amsterdam),2011,,"Printed letterpress with leadtype, sandpaper, silk, velvet",graphisme,images_2/2028.jpg
352,2029,"Affiche Considérations Ethiques sur le Project Art
Issue de l'exposition ""Prospectus: Paris""",2011,,Impression typographique sur papier,graphisme,images_2/2029.jpg
352,2030,"An exhibition in your mouth (New York) [New York: Antinomian Press, 2011]",2011,,Impression typographique encre bleue sur papier couché Niddigen,graphisme,images_2/2030.jpg
352,2031,Affiche An Exhibition in your Mouth [San Francisco],2012,,"Printed letterpress with leadtype, sandpaper, silk, velvet",graphisme,images_2/2031.jpg
352,2032,An exhibition in your mouth (Rome),2015,,"Menu, Restaurant Settembri Libri e Cucina, Rome, 18 septembre 2015
Impression typographique au plomb sur Hahnemühle Bugra papier rose, papier de verre, soie, velours agrafés sur papier.
Impression recto-verso",graphisme,images_2/2032.jpg
353,2033,Saison Graphique,mars 2014,,Sérigraphie couleur,graphisme,images_2/2033.jpg
353,2034,Affiche de la Saison Graphique,2019,,Sérigraphie,graphisme,images_2/2034.jpg
354,2035,Lectures pour tous,2010,,"Affiche sous pli cartonné, offset couleur",graphisme,images_2/2035.jpg
355,2036,Affiche de la Saison Graphique 2012,2012,,Impression offset,graphisme,images_2/2036.jpg
356,2037,Nous voulons en finir avec ce monde irréel,1994,,Offset,graphisme,images_2/2037.jpg
356,2038,Prêt à crever ?,1994,,Sérigraphie,graphisme,images_2/2038.jpg
356,2039,Rumeur,1996,,Sérigraphie,graphisme,images_2/2039.jpg
356,2040,Troubles,1997,,Sérigraphie,graphisme,images_2/2040.jpg
356,2041,Troubles,1997,,Sérigraphie,graphisme,images_2/2041.jpg
356,2042,Son et lumière,1998,,Offset,graphisme,images_2/2042.jpg
356,2043,Kollaps,1999,,Sérigraphie,graphisme,images_2/2043.jpg
356,2044,Neurosis,2003,,,graphisme,images_2/2044.jpg
356,2045,Boomerang,2003,,,graphisme,images_2/2045.jpg
